case_id,dip_j1,dipdir_j1,dip_j2,dipdir_j2,dip_slope,dipdir_slope,dip_upper,dipdir_upper,height_m,gamma_kN_m3,c1_kPa,phi1_deg,c2_kPa,phi2_deg,w_pct,water_condition,u_kPa,psi_i_deg,alpha_i_deg,delta_alpha_deg,wedge_volume_m3,weight_kN,area_j1_m2,area_j2_m2,N1_kN,N2_kN,driving_kN,resisting_kN,failure_mode,FoS,data_origin,usable_for_training,solver_verified_against,fos_band
WS0158,59.46,291.27,65.95,72.24,45.02,2.85,10.69,7.02,26.51,22.886,6.92,37.3,41.24,26.91,4.0,wet,10.409,32.679,358.648,4.201,797.47,18250.52,277.02,268.28,11971.78,10789.79,9854.06,27577.49,joints12,2.7986,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0159,37.63,187.79,74.06,293.45,69.66,236.15,10.05,233.37,34.4,22.869,0.41,32.93,16.82,35.32,10.24,wet,34.563,34.943,213.748,22.404,12088.5,276449.69,1544.84,868.29,161030.44,30420.04,158338.44,141109.37,joints12,0.8912,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0160,73.29,252.9,61.59,32.33,56.27,338.59,13.03,350.16,27.43,23.667,28.23,39.9,23.06,26.59,17.21,wet,46.318,39.777,328.872,9.723,924.72,21885.12,238.82,331.06,4183.68,2728.86,14002.24,19238.28,joints12,1.3739,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0161,47.11,183.38,61.14,314.78,46.62,269.58,0.04,263.27,18.34,25.69,4.24,32.41,9.18,25.22,16.83,wet,30.281,29.048,242.524,27.052,484.17,12438.27,152.58,180.64,4461.45,1397.67,6039.28,5795.89,joints12,0.9597,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0162,62.64,104.31,67.37,232.25,66.93,164.77,16.21,161.69,23.72,24.752,8.73,31.93,12.77,31.99,0.0,dry,0.0,42.646,165.106,0.335,1196.02,29603.46,308.94,274.34,19595.83,17703.08,20055.43,29470.23,joints12,1.4694,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0163,61.87,194.88,65.77,303.33,72.71,248.9,6.38,249.01,13.05,26.964,23.78,38.39,45.01,32.58,1.18,wet,1.512,49.92,245.431,3.474,164.05,4423.49,67.91,66.03,2091.76,1854.48,3384.6,7429.54,joints12,2.1951,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0164,40.97,305.68,34.77,16.46,63.64,346.2,19.3,350.98,16.46,25.635,18.56,26.02,45.2,25.09,29.27,wet,47.265,31.881,351.137,4.941,5110.74,131014.97,639.13,1062.98,10226.47,27466.93,69196.05,77759.45,joints12,1.1238,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0166,62.85,203.95,63.09,313.49,55.96,275.53,17.71,284.41,26.46,23.501,49.92,26.84,3.66,28.11,0.0,dry,0.0,48.213,259.3,16.233,187.24,4400.16,82.99,128.05,2135.67,2132.95,3280.86,6831.03,joints12,2.0821,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0167,58.97,340.42,55.69,60.15,66.93,19.98,4.32,31.02,38.55,24.632,22.75,26.48,30.34,32.21,0.0,dry,0.0,49.534,23.156,3.181,4343.03,106976.26,604.37,627.38,37731.3,44145.17,81387.2,79391.79,joints12,0.9755,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0168,39.03,64.92,42.55,112.61,63.38,88.33,16.86,73.55,28.63,23.723,25.05,28.43,47.59,28.82,0.0,dry,0.0,37.808,81.401,6.931,15514.12,368045.55,2096.08,1388.65,197320.99,103518.93,225619.24,282387.4,joints12,1.2516,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0170,70.35,174.12,65.77,320.31,74.75,237.97,16.73,231.61,34.82,23.911,44.59,31.9,49.82,37.92,17.36,wet,59.313,36.028,249.704,11.73,7583.73,181333.5,1163.64,1055.9,83512.48,98684.65,106657.36,233366.83,joints12,2.188,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0171,48.2,315.55,55.51,29.64,68.85,330.37,15.83,316.2,35.8,22.397,8.5,36.6,15.91,39.6,0.0,dry,0.0,44.804,343.083,12.711,15279.66,342212.04,2722.96,610.46,172366.27,101033.7,241153.25,244416.14,joints12,1.0135,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0172,68.13,57.26,36.67,168.65,56.05,116.52,15.44,108.75,35.52,25.601,37.78,27.82,21.61,30.57,19.47,wet,67.839,31.451,133.655,17.13,11098.84,284136.3,1000.58,1579.86,16527.09,112043.21,148251.82,146842.5,joints12,0.9905,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0173,63.38,4.71,62.85,85.21,70.24,54.67,16.1,60.47,23.16,26.883,28.82,36.73,36.15,28.24,2.17,wet,4.935,56.126,45.025,9.643,542.81,14592.22,130.67,203.47,4305.61,4011.57,12115.43,16487.86,joints12,1.3609,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0174,42.74,233.58,57.05,325.94,46.35,271.37,7.25,265.2,17.76,23.918,26.14,28.61,37.79,30.77,12.37,wet,21.558,37.739,266.979,4.392,212.86,5091.29,132.53,79.11,247.44,0.0,3117.3,3599.11,joint1,1.1546,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0175,63.38,14.83,52.29,118.31,58.64,86.07,5.18,93.39,9.95,25.823,12.78,27.13,38.22,27.17,8.05,wet,7.853,43.303,76.547,9.519,62.49,1613.53,26.47,53.8,411.71,507.05,1106.65,2865.73,joints12,2.5896,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0176,53.19,323.13,49.52,80.99,74.08,358.44,17.29,6.05,12.93,24.222,37.91,27.04,28.92,32.87,11.37,wet,14.42,32.406,24.514,26.07,1206.0,29212.14,336.58,222.48,10914.86,14143.46,15655.17,33902.36,joints12,2.1656,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0177,51.87,29.17,72.21,133.25,67.52,63.49,10.67,63.37,31.59,24.883,6.53,32.35,0.67,35.44,0.0,dry,0.0,46.478,63.194,0.296,3092.01,76938.37,678.6,334.11,47106.85,22979.07,55788.76,50850.08,joints12,0.9115,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0178,45.72,127.27,60.71,217.92,55.64,150.76,11.88,147.31,13.76,24.238,34.26,35.44,30.73,38.91,3.11,wet,4.202,41.64,156.954,6.191,262.31,6357.77,167.06,58.04,3136.61,1538.59,4224.45,10981.45,joints12,2.5995,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0179,55.53,222.56,59.61,263.31,65.42,250.99,3.75,253.18,25.15,23.245,0.36,38.07,3.9,37.14,0.0,dry,0.0,55.167,229.015,21.979,563.55,13099.85,144.79,318.8,6386.67,1287.49,10752.64,7272.3,joints12,0.6763,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0180,53.49,151.18,70.58,213.04,72.54,177.58,5.06,162.74,12.48,24.874,13.74,32.91,45.43,31.95,0.0,dry,0.0,53.105,151.073,26.511,149.18,3710.73,82.44,53.35,2226.34,2.49,2967.6,4998.91,joints12,1.6845,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0181,74.57,60.24,62.43,190.02,64.4,147.82,11.32,137.79,23.58,26.575,11.48,31.22,48.48,36.86,3.3,wet,7.633,46.23,132.668,15.153,534.92,14215.25,142.89,226.24,7022.38,8252.54,10265.12,23051.2,joints12,2.2456,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0182,51.48,193.23,52.58,250.26,57.56,209.34,10.26,199.03,10.46,25.246,13.83,33.01,37.85,30.41,4.37,wet,4.487,48.08,219.263,9.927,57.45,1450.31,67.39,26.91,267.61,354.84,1079.13,2332.72,joints12,2.1617,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0183,31.92,15.57,64.1,85.28,47.76,30.27,16.85,39.92,11.11,24.95,31.6,33.2,8.78,27.43,4.65,wet,5.072,31.671,13.17,17.103,446.64,11143.89,319.04,68.16,7677.24,0.0,5874.17,15105.3,joint1,2.5715,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0184,52.64,115.56,63.59,236.28,59.69,156.71,14.74,167.51,31.04,25.195,39.47,33.6,9.61,31.9,0.0,dry,0.0,37.996,169.039,12.327,3666.98,92390.29,752.78,473.53,60544.26,47054.84,56875.66,103769.04,joints12,1.8245,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0185,61.6,305.4,64.58,46.14,66.58,343.23,13.92,352.16,21.46,25.676,11.54,34.16,18.37,25.23,3.65,wet,7.691,51.728,351.358,8.127,407.36,10459.19,163.19,114.1,3461.03,3235.33,8211.32,7852.58,joints12,0.9563,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0186,55.76,254.82,36.88,359.76,67.96,315.17,6.99,323.53,28.5,26.124,41.51,28.35,44.23,29.09,34.09,wet,95.33,30.275,322.224,7.05,12397.31,323870.78,873.28,1529.23,25959.95,79028.34,163280.96,161867.0,joints12,0.9913,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0187,40.63,307.78,40.1,34.58,50.64,347.43,0.41,353.31,21.53,26.338,30.68,32.52,5.23,31.64,9.55,wet,20.177,32.15,351.303,3.872,2103.28,55395.15,429.13,375.06,17410.53,18741.97,29478.08,37775.56,joints12,1.2815,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0188,45.5,79.91,60.67,144.83,71.64,88.11,7.64,85.35,37.45,25.074,18.16,37.9,18.16,37.17,0.0,dry,0.0,45.338,88.184,0.074,38513.86,965696.43,6094.87,703.22,628599.38,76359.38,686861.31,670663.86,joints12,0.9764,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0189,60.07,303.0,59.79,70.61,64.59,5.5,19.8,3.41,28.02,26.627,33.73,37.16,4.67,31.76,6.82,wet,18.737,37.54,6.536,1.035,3739.14,99562.59,651.86,630.72,51154.53,51378.97,60664.9,95516.66,joints12,1.5745,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0190,42.85,17.26,61.81,106.49,61.65,45.19,10.42,57.6,9.6,23.819,40.06,33.24,33.08,28.14,9.66,wet,9.096,39.712,43.055,2.131,162.18,3863.0,99.11,45.08,1590.88,559.38,2468.19,6803.03,joints12,2.7563,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0191,52.78,206.63,52.06,280.76,65.99,228.94,4.9,231.12,27.51,26.337,21.82,35.2,12.52,27.93,11.55,wet,31.175,45.822,243.869,14.928,2775.54,73100.76,633.0,314.57,8892.71,19556.16,52426.67,34388.57,joints12,0.6559,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0193,36.8,162.85,55.05,223.37,72.1,179.76,16.25,173.78,28.62,22.089,16.14,32.06,21.85,26.65,0.0,dry,0.0,36.72,164.351,15.411,25890.84,571890.89,3811.75,1006.85,451775.72,9388.59,341937.03,371165.27,joints12,1.0855,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0194,41.85,199.43,70.35,258.7,69.17,208.0,4.71,214.37,21.34,26.841,14.14,33.63,31.43,32.28,0.0,dry,0.0,41.096,187.382,20.614,5510.58,147910.48,1484.59,232.04,110538.25,0.0,98279.22,94528.73,joint1,0.9618,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0195,37.78,75.5,71.14,152.97,53.02,106.83,5.44,110.18,34.43,26.026,43.32,28.25,36.83,32.55,1.15,wet,3.885,37.942,78.687,28.146,2808.2,73087.49,755.5,351.08,53972.61,469.48,44938.85,74958.57,joints12,1.668,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0196,75.04,335.74,54.24,88.97,64.06,44.52,12.82,32.67,11.28,25.561,32.77,25.92,34.88,29.69,17.23,wet,19.069,46.695,49.467,4.948,73.67,1883.04,35.79,54.34,0.0,174.99,1370.31,1995.35,joint2,1.4561,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0197,45.14,303.7,43.75,27.26,64.76,336.23,2.64,326.86,10.22,23.741,47.47,39.39,9.32,27.25,21.33,wet,21.378,36.395,347.819,11.586,325.8,7734.89,122.93,85.97,683.78,1893.45,4589.48,8172.6,joints12,1.7807,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0198,39.43,352.52,43.34,47.74,45.89,16.95,13.92,4.31,27.67,25.821,21.25,33.13,40.07,34.35,8.24,wet,22.375,37.541,12.777,4.176,1660.26,42868.95,557.92,384.36,10261.35,4282.94,26121.49,36880.37,joints12,1.4119,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0199,67.27,67.69,38.09,127.86,63.56,122.36,12.88,128.66,19.15,23.246,45.91,34.35,32.36,25.56,7.04,wet,13.22,37.236,140.024,17.665,12579.71,292430.57,236.39,3956.83,0.0,176693.85,179943.03,212557.64,joint2,1.1812,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0200,49.6,213.22,64.48,334.11,46.81,267.29,18.82,264.18,21.47,22.304,0.64,32.37,18.91,34.76,1.82,wet,3.841,35.423,264.238,3.048,559.35,12475.43,235.85,173.62,7719.43,5397.44,7230.8,12074.99,joints12,1.6699,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0201,74.48,165.78,60.84,296.0,66.42,217.97,18.7,222.54,35.2,24.935,33.58,26.55,24.36,38.37,16.51,wet,57.008,44.976,240.171,22.203,2315.51,57736.17,520.1,462.03,3229.93,15095.49,40808.67,42287.52,joints12,1.0362,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0202,53.92,183.83,68.21,306.43,60.4,249.5,11.68,237.05,17.26,22.714,6.96,32.48,31.59,26.12,7.89,wet,13.355,39.773,236.124,13.376,410.05,9313.75,148.1,134.48,4419.68,2857.49,5958.5,9493.86,joints12,1.5933,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0203,49.94,327.87,59.12,99.13,49.67,42.43,4.33,46.64,17.66,22.469,18.22,28.49,13.34,30.24,23.92,wet,41.444,29.928,29.965,12.462,628.55,14122.64,186.5,192.93,2225.12,436.74,7045.91,7435.1,joints12,1.0552,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0204,67.89,133.98,53.12,238.0,63.07,191.58,16.36,182.36,17.49,26.359,25.23,31.7,6.25,25.46,1.24,wet,2.132,46.296,197.831,6.254,327.45,8631.14,103.32,134.86,2858.25,4698.48,6239.62,7452.28,joints12,1.1943,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0205,59.01,37.7,47.67,120.01,73.25,92.4,1.2,87.42,9.19,22.9,26.44,27.15,44.93,34.48,20.11,wet,18.13,44.187,91.97,0.432,185.51,4248.1,45.07,91.6,357.79,689.01,2960.92,5964.16,joints12,2.0143,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0206,52.9,58.79,54.88,185.91,69.71,99.62,16.19,107.01,29.94,26.189,29.69,28.52,17.71,28.38,30.63,wet,89.949,31.652,121.311,21.687,11739.38,307442.97,1571.11,1050.49,52243.86,89607.75,161331.55,142050.45,joints12,0.8805,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0207,51.54,55.58,50.3,116.24,63.17,68.03,9.73,56.32,37.33,22.927,42.98,35.09,32.27,38.49,0.0,dry,0.0,47.177,86.764,18.736,7587.0,173944.44,1856.98,467.25,62209.83,65778.21,127580.42,190900.17,joints12,1.4963,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0208,64.19,0.33,36.76,74.34,69.78,51.81,6.42,55.67,9.48,23.584,45.39,38.54,35.3,28.15,1.71,wet,1.592,36.407,68.955,17.147,446.11,10521.08,66.52,209.0,448.43,7843.39,6244.47,14951.13,joints12,2.3943,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0209,47.69,331.12,53.83,32.65,70.82,349.16,10.11,2.68,34.44,26.423,13.04,35.08,9.34,35.22,0.57,wet,1.942,45.874,352.055,2.898,12147.62,320977.7,1760.82,776.28,158745.16,76798.96,230401.88,195891.05,joints12,0.8502,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0210,34.46,171.39,64.94,231.64,46.1,178.64,5.64,188.62,15.53,25.186,42.29,31.32,20.45,30.29,0.0,dry,0.0,33.712,159.693,18.949,977.08,24608.78,688.18,77.62,20348.57,0.0,13839.36,41487.73,joint1,2.9978,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0211,72.9,304.83,50.89,57.46,70.55,0.56,6.73,9.41,24.84,25.5,4.14,27.57,49.48,38.15,6.78,wet,16.52,43.729,17.423,16.86,1548.28,39481.36,271.38,337.15,9698.85,20594.19,27291.53,39049.95,joints12,1.4308,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0212,45.31,312.81,55.07,55.27,61.72,354.74,12.02,356.42,33.91,25.924,23.29,31.29,9.86,33.46,15.97,wet,53.125,35.908,356.009,1.267,9588.27,248567.15,1272.98,852.26,80328.29,56457.26,145781.89,124178.54,joints12,0.8518,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0213,43.8,289.53,63.09,330.92,63.15,291.15,0.14,291.94,18.43,26.543,8.41,27.09,34.73,36.22,0.0,dry,0.0,41.627,267.733,23.418,12660.05,336029.52,5394.9,160.24,242577.02,0.0,232534.35,169474.88,joint1,0.7288,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0214,38.16,187.99,51.0,275.32,61.03,223.95,1.59,235.52,15.16,25.351,44.26,30.12,18.25,27.03,9.1,wet,13.542,34.059,218.505,5.442,1067.33,27057.67,294.07,176.65,13077.76,5782.14,15153.64,26777.07,joints12,1.767,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0215,58.43,240.58,38.96,322.24,54.55,289.91,2.22,299.24,27.58,26.74,32.42,28.2,41.66,34.07,15.39,wet,41.628,37.439,302.201,12.287,2703.46,72289.63,336.48,637.66,578.97,22432.22,43945.96,52955.89,joints12,1.205,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0216,63.46,288.57,59.38,52.28,64.96,356.78,8.99,343.37,30.11,25.58,47.22,33.99,10.31,28.78,15.26,wet,45.083,40.688,352.82,3.959,2654.38,67898.17,432.9,492.52,19636.27,20413.43,44265.28,49973.94,joints12,1.129,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0217,54.26,311.15,57.71,50.13,60.31,11.1,18.78,356.89,20.09,25.767,28.75,26.18,10.17,27.76,13.16,wet,25.935,43.481,358.155,12.947,656.83,16924.71,175.5,211.89,3815.48,1968.91,11646.18,10113.66,joints12,0.8684,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0219,47.58,2.39,55.48,102.86,69.14,48.97,10.07,50.18,10.82,24.736,47.75,28.08,22.11,25.53,7.77,wet,8.244,38.424,46.269,2.703,331.47,8199.09,114.75,94.44,3600.67,2654.31,5095.58,10756.1,joints12,2.1109,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0220,45.35,79.9,48.21,135.88,72.29,89.41,17.05,101.93,31.09,25.517,11.47,25.01,37.88,26.01,0.0,dry,0.0,42.836,102.675,13.268,20360.76,519545.47,3037.52,977.3,236631.38,167427.6,353239.94,263926.68,joints12,0.7472,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0221,48.39,9.63,53.46,85.96,64.96,54.29,19.6,61.32,19.32,25.156,8.05,36.51,27.33,39.75,13.78,wet,26.113,43.758,40.836,13.454,1215.83,30585.36,237.25,324.83,8603.69,1847.33,21153.42,18693.2,joints12,0.8837,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0222,57.62,75.02,54.32,144.76,70.3,91.63,10.8,79.05,20.79,26.977,0.57,30.75,4.77,32.34,0.0,dry,0.0,50.332,115.522,23.891,1071.7,28911.77,399.0,138.61,8821.2,12114.38,22255.15,13807.5,joints12,0.6204,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0223,65.45,135.33,72.27,261.44,58.18,215.23,8.11,209.44,28.63,26.448,20.26,30.69,40.77,25.69,3.53,wet,9.925,48.693,193.417,21.815,173.94,4600.36,93.06,120.76,2002.08,1383.12,3455.69,8661.4,joints12,2.5064,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0224,49.45,322.96,47.93,65.3,52.45,25.63,12.89,34.33,14.3,25.032,19.57,30.62,47.57,25.49,15.42,wet,21.627,35.149,15.943,9.691,377.64,9453.35,108.92,161.76,2237.91,1459.77,5442.36,11846.54,joints12,2.1767,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0225,66.13,332.11,60.93,78.03,69.14,22.06,9.5,32.67,9.79,24.581,1.4,39.25,10.73,38.23,0.0,dry,0.0,50.408,29.945,7.885,50.12,1231.92,32.42,32.04,508.09,606.19,949.32,1281.68,joints12,1.3501,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0226,45.79,255.55,42.19,13.56,63.35,312.44,17.29,325.8,12.44,24.825,41.85,25.74,33.6,25.59,9.61,wet,11.734,26.492,317.104,4.663,1968.09,48857.18,400.64,476.25,20867.1,23122.67,21793.67,53900.07,joints12,2.4732,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,>2.0
WS0227,63.94,345.34,46.99,80.19,61.49,20.9,6.47,29.46,33.54,23.731,22.74,36.17,17.11,38.12,1.97,wet,6.497,42.686,49.028,28.131,2364.28,56107.78,480.27,400.6,13014.0,31576.61,38039.83,52071.65,joints12,1.3689,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0228,43.8,28.13,65.52,149.12,64.15,85.95,12.55,98.78,34.45,26.001,18.0,34.42,44.68,28.97,3.37,wet,11.398,32.55,75.905,10.043,10879.26,282870.0,1325.86,1039.07,191834.2,112524.27,152195.4,264042.9,joints12,1.7349,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0229,48.28,340.17,44.9,53.77,68.38,38.06,10.04,32.23,38.39,25.398,18.71,27.16,33.08,30.91,12.97,wet,48.867,39.979,22.214,15.844,25530.05,648404.09,1046.73,3277.34,181915.06,157155.22,416604.45,315424.76,joints12,0.7571,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,<0.8
WS0231,52.5,62.2,39.39,162.96,54.99,106.04,7.42,105.41,20.65,23.229,14.3,26.58,32.55,32.52,20.49,wet,41.508,32.003,123.524,17.487,1936.61,44985.2,367.0,377.7,1424.93,12935.13,23840.66,26503.81,joints12,1.1117,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0232,53.64,49.95,48.98,99.12,64.91,65.69,3.37,51.15,15.95,24.8,8.42,33.45,27.36,26.27,3.18,wet,4.972,48.611,83.263,17.574,487.13,12081.14,228.44,112.63,1565.44,5122.13,9063.8,8568.0,joints12,0.9453,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,0.8-1.0
WS0233,42.48,72.91,43.74,115.53,67.96,113.0,11.37,100.91,31.89,26.622,9.69,39.58,12.6,34.48,1.62,wet,5.058,40.896,91.695,21.31,45150.37,1201975.84,988.78,8400.28,522756.77,366202.91,786919.06,799177.89,joints12,1.0156,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
WS0234,69.41,305.95,48.82,77.32,48.7,25.87,4.78,36.87,39.28,23.972,23.54,32.08,7.7,31.75,0.0,dry,0.0,32.619,22.408,3.459,4745.42,113754.93,597.91,946.98,60612.92,89631.53,61319.32,114818.59,joints12,1.8725,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.5-2.0
WS0235,63.61,294.57,69.24,62.33,58.6,346.92,10.83,341.77,26.1,25.499,36.86,36.31,6.6,27.54,12.01,wet,30.738,44.842,355.008,8.083,510.0,13004.35,206.31,160.49,2231.12,2795.85,9170.14,11762.05,joints12,1.2826,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.2-1.5
WS0236,34.79,246.26,59.95,306.6,45.91,266.57,16.65,252.6,26.72,22.258,10.46,29.02,28.14,25.62,0.93,wet,2.442,34.184,240.446,26.122,2561.23,57007.45,1005.69,304.84,44146.05,0.0,32182.51,35005.87,joint1,1.0877,synthetic_blocktheory_solver,pretrain_only,SWedge_VM_2022_P7_and_Sec3.2_3.3,1.0-1.2
